,STNAME,CTYNAME,Year,Population
8588,Pennsylvania,Wayne County,POPESTIMATE2019,51361
8990,Texas,Polk County,POPESTIMATE2019,51353
4384,Michigan,Cass County,POPESTIMATE2015,51342
5589,Tennessee,Dickson County,POPESTIMATE2015,51334
278,Colorado,La Plata County,CENSUS2010POP,51334
3067,Wisconsin,Grant County,CENSUS2010POP,51208
2632,Texas,Hood County,CENSUS2010POP,51182
8810,Texas,Atascosa County,POPESTIMATE2019,51153
1475,Mississippi,Washington County,CENSUS2010POP,51137
1880,New York,Tioga County,CENSUS2010POP,51125
8342,Ohio,Darke County,POPESTIMATE2019,51113
1983,North Carolina,Watauga County,CENSUS2010POP,51079
9050,Texas,Wilson County,POPESTIMATE2019,51070
6907,Illinois,Grundy County,POPESTIMATE2019,51054
7310,Kentucky,Franklin County,POPESTIMATE2019,50991
9396,Wisconsin,Waupaca County,POPESTIMATE2019,50990
2203,Oklahoma,Washington County,CENSUS2010POP,50976
3156,Alabama,Coffee County,POPESTIMATE2015,50963
5620,Tennessee,Loudon County,POPESTIMATE2015,50916
128,Arkansas,Crittenden County,CENSUS2010POP,50902
5795,Texas,Kerr County,POPESTIMATE2015,50880
2558,Texas,Cherokee County,CENSUS2010POP,50845
4538,Minnesota,Winona County,POPESTIMATE2015,50827
4329,Maine,Somerset County,POPESTIMATE2015,50729
8585,Pennsylvania,Venango County,POPESTIMATE2019,50668
6946,Illinois,Ogle County,POPESTIMATE2019,50643
6890,Illinois,Coles County,POPESTIMATE2019,50621
9144,Virginia,Henry County,POPESTIMATE2019,50557
4984,New York,Franklin County,POPESTIMATE2015,50540
405,Georgia,Camden County,CENSUS2010POP,50513
630,Illinois,Henry County,CENSUS2010POP,50486
7679,Minnesota,Winona County,POPESTIMATE2019,50484
7470,Maine,Somerset County,POPESTIMATE2019,50484
1835,New York,Chenango County,CENSUS2010POP,50477
2169,Oklahoma,Le Flore County,CENSUS2010POP,50384
7490,Maryland,Queen Anne's County,POPESTIMATE2019,50381
3766,Illinois,Grundy County,POPESTIMATE2015,50363
4940,New Mexico,Curry County,POPESTIMATE2015,50290
22,Alabama,Dale County,CENSUS2010POP,50251
1855,New York,Montgomery County,CENSUS2010POP,50219
8978,Texas,Navarro County,POPESTIMATE2019,50113
9271,Washington,Whitman County,POPESTIMATE2019,50104
9335,Wisconsin,Calumet County,POPESTIMATE2019,50089
4169,Kentucky,Franklin County,POPESTIMATE2015,50070
625,Illinois,Grundy County,CENSUS2010POP,50063
710,Indiana,Dearborn County,CENSUS2010POP,50047
8125,New York,Franklin County,POPESTIMATE2019,50022
5310,Oklahoma,Le Flore County,POPESTIMATE2015,50018
8212,North Carolina,Halifax County,POPESTIMATE2019,50010
2777,Utah,Box Elder County,CENSUS2010POP,49975
8509,Oregon,Lincoln County,POPESTIMATE2019,49962
15,Alabama,Coffee County,CENSUS2010POP,49948
2310,Rhode Island,Bristol County,CENSUS2010POP,49875
8942,Texas,Lamar County,POPESTIMATE2019,49859
8451,Oklahoma,Le Flore County,POPESTIMATE2019,49853
6194,Wisconsin,Calumet County,POPESTIMATE2015,49818
2660,Texas,Lamar County,CENSUS2010POP,49793
2247,Pennsylvania,Bedford County,CENSUS2010POP,49762
349,Florida,Jackson County,CENSUS2010POP,49746
8710,Tennessee,Bedford County,POPESTIMATE2019,49713
6923,Illinois,Knox County,POPESTIMATE2019,49699
2453,Tennessee,Gibson County,CENSUS2010POP,49683
2448,Tennessee,Dickson County,CENSUS2010POP,49666
7944,Nebraska,Buffalo County,POPESTIMATE2019,49659
5352,Oregon,Columbia County,POPESTIMATE2015,49646
3771,Illinois,Henry County,POPESTIMATE2015,49638
2654,Texas,Kerr County,CENSUS2010POP,49625
7734,Mississippi,Oktibbeha County,POPESTIMATE2019,49587
4996,New York,Montgomery County,POPESTIMATE2015,49564
5983,Virginia,Culpeper County,POPESTIMATE2015,49551
1001,Kentucky,Boyd County,CENSUS2010POP,49542
4593,Mississippi,Oktibbeha County,POPESTIMATE2015,49510
728,Indiana,Henry County,CENSUS2010POP,49462
6992,Indiana,Dearborn County,POPESTIMATE2019,49458
3851,Indiana,Dearborn County,POPESTIMATE2015,49455
2116,Ohio,Shelby County,CENSUS2010POP,49423
9092,Vermont,Franklin County,POPESTIMATE2019,49402
5801,Texas,Lamar County,POPESTIMATE2015,49373
3163,Alabama,Dale County,POPESTIMATE2015,49365
5021,New York,Tioga County,POPESTIMATE2015,49355
2211,Oregon,Columbia County,CENSUS2010POP,49351
7444,Louisiana,St. Mary Parish,POPESTIMATE2019,49348
1838,New York,Cortland County,CENSUS2010POP,49336
5594,Tennessee,Gibson County,POPESTIMATE2015,49329
1028,Kentucky,Franklin County,CENSUS2010POP,49285
6261,Wyoming,Campbell County,POPESTIMATE2015,49258
8137,New York,Montgomery County,POPESTIMATE2019,49221
1846,New York,Greene County,CENSUS2010POP,49221
6304,Alabama,Dale County,POPESTIMATE2019,49172
8735,Tennessee,Gibson County,POPESTIMATE2019,49133
5451,Rhode Island,Bristol County,POPESTIMATE2015,49127
810,Iowa,Clinton County,CENSUS2010POP,49116
5257,Ohio,Shelby County,POPESTIMATE2015,49030
9036,Texas,Val Verde County,POPESTIMATE2019,49025
7379,Kentucky,Shelby County,POPESTIMATE2019,49024
3269,Arkansas,Crittenden County,POPESTIMATE2015,49019
5951,Vermont,Franklin County,POPESTIMATE2015,48988
4349,Maryland,Queen Anne's County,POPESTIMATE2015,48984
7573,Michigan,Newaygo County,POPESTIMATE2019,48980
3053,Wisconsin,Calumet County,CENSUS2010POP,48971
8081,New Mexico,Curry County,POPESTIMATE2019,48954
1828,New York,Allegany County,CENSUS2010POP,48946
2929,Virginia,Harrisonburg city,CENSUS2010POP,48914
6912,Illinois,Henry County,POPESTIMATE2019,48913
8046,New Hampshire,Carroll County,POPESTIMATE2019,48910
8030,Nevada,Douglas County,POPESTIMATE2019,48905
5895,Texas,Val Verde County,POPESTIMATE2015,48891
2754,Texas,Val Verde County,CENSUS2010POP,48879
1749,Nevada,Elko County,CENSUS2010POP,48818
1474,Mississippi,Warren County,CENSUS2010POP,48773
4976,New York,Chenango County,POPESTIMATE2015,48772
5388,Pennsylvania,Bedford County,POPESTIMATE2015,48748
8422,Oklahoma,Cherokee County,POPESTIMATE2019,48657
3869,Indiana,Henry County,POPESTIMATE2015,48655
5899,Texas,Waller County,POPESTIMATE2015,48641
3490,Florida,Jackson County,POPESTIMATE2015,48609
8398,Ohio,Shelby County,POPESTIMATE2019,48590
1048,Kentucky,Jessamine County,CENSUS2010POP,48586
4803,Nebraska,Buffalo County,POPESTIMATE2015,48578
5280,Oklahoma,Carter County,POPESTIMATE2015,48568
2479,Tennessee,Loudon County,CENSUS2010POP,48556
8592,Rhode Island,Bristol County,POPESTIMATE2019,48479
4142,Kentucky,Boyd County,POPESTIMATE2015,48471
4019,Iowa,Warren County,POPESTIMATE2015,48468
1291,Michigan,Newaygo County,CENSUS2010POP,48460
472,Georgia,Laurens County,CENSUS2010POP,48434
5825,Texas,Medina County,POPESTIMATE2015,48402
5281,Oklahoma,Cherokee County,POPESTIMATE2015,48376
1799,New Mexico,Curry County,CENSUS2010POP,48376
5669,Texas,Atascosa County,POPESTIMATE2015,48363
4979,New York,Cortland County,POPESTIMATE2015,48290
8162,New York,Tioga County,POPESTIMATE2019,48203
5837,Texas,Navarro County,POPESTIMATE2015,48181
6130,Washington,Whitman County,POPESTIMATE2015,48164
8830,Texas,Burnet County,POPESTIMATE2019,48155
5927,Utah,Iron County,POPESTIMATE2015,48113
8421,Oklahoma,Carter County,POPESTIMATE2019,48111
8453,Oklahoma,Logan County,POPESTIMATE2019,48011
8418,Oklahoma,Bryan County,POPESTIMATE2019,47995
1839,New York,Delaware County,CENSUS2010POP,47980
7010,Indiana,Henry County,POPESTIMATE2019,47972
4616,Mississippi,Washington County,POPESTIMATE2015,47959
6410,Arkansas,Crittenden County,POPESTIMATE2019,47955
9252,Washington,Kittitas County,POPESTIMATE2019,47935
8529,Pennsylvania,Bedford County,POPESTIMATE2019,47888
4432,Michigan,Newaygo County,POPESTIMATE2015,47882
6548,Colorado,Fremont County,POPESTIMATE2019,47839
1764,New Hampshire,Carroll County,CENSUS2010POP,47818
1208,Maryland,Queen Anne's County,CENSUS2010POP,47798
652,Illinois,Macoupin County,CENSUS2010POP,47765
1895,North Carolina,Beaufort County,CENSUS2010POP,47759
2810,Vermont,Franklin County,CENSUS2010POP,47746
7034,Indiana,Noble County,POPESTIMATE2019,47744
2696,Texas,Navarro County,CENSUS2010POP,47735
682,Illinois,Stephenson County,CENSUS2010POP,47711
1452,Mississippi,Oktibbeha County,CENSUS2010POP,47671
7704,Mississippi,Hancock County,POPESTIMATE2019,47632
4987,New York,Greene County,POPESTIMATE2015,47616
8120,New York,Cortland County,POPESTIMATE2019,47581
3951,Iowa,Clinton County,POPESTIMATE2015,47558
2139,Oklahoma,Carter County,CENSUS2010POP,47557
6754,Georgia,Laurens County,POPESTIMATE2019,47546
752,Indiana,Noble County,CENSUS2010POP,47536
3893,Indiana,Noble County,POPESTIMATE2015,47515
3613,Georgia,Laurens County,POPESTIMATE2015,47486
4615,Mississippi,Warren County,POPESTIMATE2015,47481
2186,Oklahoma,Osage County,CENSUS2010POP,47472
4283,Louisiana,Lincoln Parish,POPESTIMATE2015,47434
8933,Texas,Kendall County,POPESTIMATE2019,47431
7451,Louisiana,Vernon Parish,POPESTIMATE2019,47429
108,Arizona,Santa Cruz County,CENSUS2010POP,47420
4889,Nevada,Douglas County,POPESTIMATE2015,47404
1973,North Carolina,Stokes County,CENSUS2010POP,47401
4905,New Hampshire,Carroll County,POPESTIMATE2015,47399
5036,North Carolina,Beaufort County,POPESTIMATE2015,47389
1435,Mississippi,Lafayette County,CENSUS2010POP,47351
5327,Oklahoma,Osage County,POPESTIMATE2015,47338
4969,New York,Allegany County,POPESTIMATE2015,47334
9199,Virginia,Charlottesville city,POPESTIMATE2019,47266
7437,Louisiana,St. Bernard Parish,POPESTIMATE2019,47244
8117,New York,Chenango County,POPESTIMATE2019,47207
7598,Minnesota,Beltrami County,POPESTIMATE2019,47188
8128,New York,Greene County,POPESTIMATE2019,47188
5909,Texas,Wilson County,POPESTIMATE2015,47178
1096,Kentucky,Scott County,CENSUS2010POP,47173
1170,Louisiana,Washington Parish,CENSUS2010POP,47168
745,Indiana,Marshall County,CENSUS2010POP,47051
5368,Oregon,Lincoln County,POPESTIMATE2015,46999
1748,Nevada,Douglas County,CENSUS2010POP,46997
8177,North Carolina,Beaufort County,POPESTIMATE2019,46994
2140,Oklahoma,Cherokee County,CENSUS2010POP,46987
8468,Oklahoma,Osage County,POPESTIMATE2019,46963
1935,North Carolina,Hoke County,CENSUS2010POP,46952
5569,Tennessee,Bedford County,POPESTIMATE2015,46948
1045,Kentucky,Hopkins County,CENSUS2010POP,46920
266,Colorado,Fremont County,CENSUS2010POP,46824
6837,Idaho,Bingham County,POPESTIMATE2019,46811
7424,Louisiana,Lincoln Parish,POPESTIMATE2019,46742
1142,Louisiana,Lincoln Parish,CENSUS2010POP,46735
2327,South Carolina,Chesterfield County,CENSUS2010POP,46734
3886,Indiana,Marshall County,POPESTIMATE2015,46733
7283,Kentucky,Boyd County,POPESTIMATE2019,46718
2842,Virginia,Culpeper County,CENSUS2010POP,46689
1259,Michigan,Hillsdale County,CENSUS2010POP,46688
2286,Pennsylvania,Mifflin County,CENSUS2010POP,46682
1965,North Carolina,Richmond County,CENSUS2010POP,46639
5849,Texas,Polk County,POPESTIMATE2015,46613
2165,Oklahoma,Kay County,CENSUS2010POP,46562
8770,Tennessee,Monroe County,POPESTIMATE2019,46545
3249,Arizona,Santa Cruz County,POPESTIMATE2015,46542
8039,Nevada,Nye County,POPESTIMATE2019,46523
6390,Arizona,Santa Cruz County,POPESTIMATE2019,46498
157,Arkansas,Mississippi County,CENSUS2010POP,46480
7092,Iowa,Clinton County,POPESTIMATE2019,46429
5427,Pennsylvania,Mifflin County,POPESTIMATE2015,46427
6631,Florida,Jackson County,POPESTIMATE2019,46414
337,Florida,Gadsden County,CENSUS2010POP,46389
4311,Louisiana,Washington Parish,POPESTIMATE2015,46358
4183,Kentucky,Henderson County,POPESTIMATE2015,46344
9402,Wyoming,Campbell County,POPESTIMATE2019,46341
7619,Minnesota,Goodhue County,POPESTIMATE2019,46340
4563,Mississippi,Hancock County,POPESTIMATE2015,46305
7778,Missouri,Camden County,POPESTIMATE2019,46305
6058,Virginia,Charlottesville city,POPESTIMATE2015,46301
3407,Colorado,Fremont County,POPESTIMATE2015,46282
8574,Pennsylvania,Perry County,POPESTIMATE2019,46272
7027,Indiana,Marshall County,POPESTIMATE2019,46258
9369,Wisconsin,Monroe County,POPESTIMATE2019,46253
1042,Kentucky,Henderson County,CENSUS2010POP,46250
7363,Kentucky,Nelson County,POPESTIMATE2019,46233
878,Iowa,Warren County,CENSUS2010POP,46225
7452,Louisiana,Washington Parish,POPESTIMATE2019,46194
1337,Minnesota,Goodhue County,CENSUS2010POP,46183
2786,Utah,Iron County,CENSUS2010POP,46163
5114,North Carolina,Stokes County,POPESTIMATE2015,46159
8568,Pennsylvania,Mifflin County,POPESTIMATE2019,46138
5468,South Carolina,Chesterfield County,POPESTIMATE2015,46135
742,Indiana,Lawrence County,CENSUS2010POP,46134
3120,Wyoming,Campbell County,CENSUS2010POP,46133
1662,Nebraska,Buffalo County,CENSUS2010POP,46102
8110,New York,Allegany County,POPESTIMATE2019,46091
4478,Minnesota,Goodhue County,POPESTIMATE2015,46060
3478,Florida,Gadsden County,POPESTIMATE2015,46060
4186,Kentucky,Hopkins County,POPESTIMATE2015,46055
3000,West Virginia,Fayette County,CENSUS2010POP,46039
2227,Oregon,Lincoln County,CENSUS2010POP,46034
2684,Texas,Medina County,CENSUS2010POP,46006
2292,Pennsylvania,Perry County,CENSUS2010POP,45969
2047,Ohio,Auglaize County,CENSUS2010POP,45949
1159,Louisiana,St. John the Baptist Parish,CENSUS2010POP,45924
2273,Pennsylvania,Huntingdon County,CENSUS2010POP,45913
6472,California,Calaveras County,POPESTIMATE2019,45905
4980,New York,Delaware County,POPESTIMATE2015,45891
4400,Michigan,Hillsdale County,POPESTIMATE2015,45883
3793,Illinois,Macoupin County,POPESTIMATE2015,45876
3048,Wisconsin,Barron County,CENSUS2010POP,45870
2087,Ohio,Logan County,CENSUS2010POP,45858
5433,Pennsylvania,Perry County,POPESTIMATE2015,45849
2190,Oklahoma,Pittsburg County,CENSUS2010POP,45837
4238,Kentucky,Shelby County,POPESTIMATE2015,45787
8226,North Carolina,McDowell County,POPESTIMATE2019,45756
6840,Idaho,Bonner County,POPESTIMATE2019,45739
5188,Ohio,Auglaize County,POPESTIMATE2015,45734
9266,Washington,Stevens County,POPESTIMATE2019,45723
390,Georgia,Baldwin County,CENSUS2010POP,45720
8369,Ohio,Logan County,POPESTIMATE2019,45672
3823,Illinois,Stephenson County,POPESTIMATE2015,45668
6619,Florida,Gadsden County,POPESTIMATE2019,45660
8329,Ohio,Auglaize County,POPESTIMATE2019,45656
8609,South Carolina,Chesterfield County,POPESTIMATE2019,45650
5629,Tennessee,Monroe County,POPESTIMATE2015,45625
555,Idaho,Bingham County,CENSUS2010POP,45607
4457,Minnesota,Beltrami County,POPESTIMATE2015,45605
7541,Michigan,Hillsdale County,POPESTIMATE2019,45605
6702,Georgia,Colquitt County,POPESTIMATE2019,45600
8255,North Carolina,Stokes County,POPESTIMATE2019,45591
190,California,Calaveras County,CENSUS2010POP,45578
3883,Indiana,Lawrence County,POPESTIMATE2015,45568
3531,Georgia,Baldwin County,POPESTIMATE2015,45549
9053,Texas,Wood County,POPESTIMATE2019,45539
5443,Pennsylvania,Union County,POPESTIMATE2015,45519
5414,Pennsylvania,Huntingdon County,POPESTIMATE2015,45499
420,Georgia,Colquitt County,CENSUS2010POP,45498
3561,Georgia,Colquitt County,POPESTIMATE2015,45466
5106,North Carolina,Richmond County,POPESTIMATE2015,45429
1979,North Carolina,Vance County,CENSUS2010POP,45422
4296,Louisiana,St. Bernard Parish,POPESTIMATE2015,45421
2708,Texas,Polk County,CENSUS2010POP,45413
7756,Mississippi,Warren County,POPESTIMATE2019,45381
7024,Indiana,Lawrence County,POPESTIMATE2019,45370
9344,Wisconsin,Dunn County,POPESTIMATE2019,45368
6189,Wisconsin,Barron County,POPESTIMATE2015,45367
5312,Oklahoma,Logan County,POPESTIMATE2015,45346
6735,Georgia,Habersham County,POPESTIMATE2019,45328
6420,Arkansas,Greene County,POPESTIMATE2019,45325
6228,Wisconsin,Monroe County,POPESTIMATE2015,45322
4484,Minnesota,Itasca County,POPESTIMATE2015,45267
5228,Ohio,Logan County,POPESTIMATE2015,45250
1241,Michigan,Branch County,CENSUS2010POP,45248
9330,Wisconsin,Barron County,POPESTIMATE2019,45244
5306,Oklahoma,Kay County,POPESTIMATE2015,45226
7324,Kentucky,Henderson County,POPESTIMATE2019,45210
2275,Pennsylvania,Jefferson County,CENSUS2010POP,45200
1562,Missouri,Phelps County,CENSUS2010POP,45156
8555,Pennsylvania,Huntingdon County,POPESTIMATE2019,45144
7625,Minnesota,Itasca County,POPESTIMATE2019,45130
4222,Kentucky,Nelson County,POPESTIMATE2015,45114
2907,Virginia,Tazewell County,CENSUS2010POP,45078
1343,Minnesota,Itasca County,CENSUS2010POP,45058
2428,Tennessee,Bedford County,CENSUS2010POP,45058
3696,Idaho,Bingham County,POPESTIMATE2015,45057
2198,Oklahoma,Stephens County,CENSUS2010POP,45048
5277,Oklahoma,Bryan County,POPESTIMATE2015,45021
1944,North Carolina,McDowell County,CENSUS2010POP,44996
5085,North Carolina,McDowell County,POPESTIMATE2015,44967
3331,California,Calaveras County,POPESTIMATE2015,44965
2302,Pennsylvania,Union County,CENSUS2010POP,44947
6934,Illinois,Macoupin County,POPESTIMATE2019,44926
8584,Pennsylvania,Union County,POPESTIMATE2019,44923
2528,Texas,Atascosa County,CENSUS2010POP,44911
232,California,Siskiyou County,CENSUS2010POP,44900
6672,Georgia,Baldwin County,POPESTIMATE2019,44890
2049,Ohio,Brown County,CENSUS2010POP,44846
8247,North Carolina,Richmond County,POPESTIMATE2019,44829
2401,South Dakota,Lincoln County,CENSUS2010POP,44828
3662,Georgia,Thomas County,POPESTIMATE2015,44796
2989,Washington,Whitman County,CENSUS2010POP,44776
4703,Missouri,Phelps County,POPESTIMATE2015,44766
7777,Missouri,Callaway County,POPESTIMATE2019,44743
4637,Missouri,Camden County,POPESTIMATE2015,44735
5689,Texas,Burnet County,POPESTIMATE2015,44734
8372,Ohio,Madison County,POPESTIMATE2019,44731
7050,Indiana,Shelby County,POPESTIMATE2019,44729
521,Georgia,Thomas County,CENSUS2010POP,44720
6277,Wyoming,Sweetwater County,POPESTIMATE2015,44719
5331,Oklahoma,Pittsburg County,POPESTIMATE2015,44716
6141,West Virginia,Fayette County,POPESTIMATE2015,44707
4636,Missouri,Callaway County,POPESTIMATE2015,44699
7327,Kentucky,Hopkins County,POPESTIMATE2019,44686
3087,Wisconsin,Monroe County,CENSUS2010POP,44673
5339,Oklahoma,Stephens County,POPESTIMATE2015,44576
7844,Missouri,Phelps County,POPESTIMATE2019,44573
8261,North Carolina,Vance County,POPESTIMATE2019,44535
2488,Tennessee,Monroe County,CENSUS2010POP,44519
2817,Vermont,Windham County,CENSUS2010POP,44513
6964,Illinois,Stephenson County,POPESTIMATE2019,44498
5120,North Carolina,Vance County,POPESTIMATE2015,44459
6803,Georgia,Thomas County,POPESTIMATE2019,44451
3025,West Virginia,Ohio County,CENSUS2010POP,44443
1316,Minnesota,Beltrami County,CENSUS2010POP,44442
768,Indiana,Shelby County,CENSUS2010POP,44436
6292,Alabama,Chilton County,POPESTIMATE2019,44428
6661,Florida,Suwannee County,POPESTIMATE2019,44417
5416,Pennsylvania,Jefferson County,POPESTIMATE2015,44344
3909,Indiana,Shelby County,POPESTIMATE2015,44341
1495,Missouri,Callaway County,CENSUS2010POP,44332
3279,Arkansas,Greene County,POPESTIMATE2015,44300
6203,Wisconsin,Dunn County,POPESTIMATE2015,44267
7278,Kentucky,Barren County,POPESTIMATE2019,44249
7013,Indiana,Jackson County,POPESTIMATE2019,44231
3094,Wisconsin,Polk County,CENSUS2010POP,44205
3061,Wisconsin,Douglas County,CENSUS2010POP,44159
804,Iowa,Cerro Gordo County,CENSUS2010POP,44151
8758,Tennessee,Lawrence County,POPESTIMATE2019,44142
5231,Ohio,Madison County,POPESTIMATE2015,44139
8121,New York,Delaware County,POPESTIMATE2019,44135
1496,Missouri,Camden County,CENSUS2010POP,44002
8361,Ohio,Holmes County,POPESTIMATE2019,43960
1757,Nevada,Nye County,CENSUS2010POP,43946
8220,North Carolina,Jackson County,POPESTIMATE2019,43938
1422,Mississippi,Hancock County,CENSUS2010POP,43929
7757,Mississippi,Washington County,POPESTIMATE2019,43909
5220,Ohio,Holmes County,POPESTIMATE2015,43882
3872,Indiana,Jackson County,POPESTIMATE2015,43875
